"WR 191
CM 36
SPIN 7","Tue Apr 04 01:42:41 +0000 2023,"
"WR 184
CM 41
SPIN 8","Tue Apr 04 01:14:17 +0000 2023,"
"WR 186
CM 45
SPIN 7","Tue Apr 04 00:35:27 +0000 2023,"
"WR 174 
CM 46 
SPIN 6","Tue Apr 04 00:06:10 +0000 2023,"
"WR 178
CM 47
SPIN 11","Mon Apr 03 23:34:49 +0000 2023,"
"WR 180 
CM 44 
SPIN 10","Mon Apr 03 23:03:05 +0000 2023,"
"WR 187 🥊
CM 51 🧔🏾👨🏾
SPIN 19 🏋️","Mon Apr 03 22:32:22 +0000 2023,"
"WR 179
CM 47
SPIN 27","Mon Apr 03 22:04:01 +0000 2023,"
"WR 164
CM 55
SPIN 21","Mon Apr 03 21:38:00 +0000 2023,"
"WR 152🐉
CM 52 ⚔️
SPIN 20 🔥","Mon Apr 03 21:02:23 +0000 2023,"
"WR 139
CM 44
SPIN 21","Mon Apr 03 20:33:26 +0000 2023,"
"WR 134
CM 37
SPIN 18","Mon Apr 03 19:59:45 +0000 2023,"
"WR 137
CM 33
SPIN 14","Mon Apr 03 19:32:11 +0000 2023,"
"WR 130
CM 32
SPIN 10","Mon Apr 03 19:00:40 +0000 2023,"
"WR: 135
CM: 31
SPIN: 10","Mon Apr 03 18:30:42 +0000 2023,"
"WR:  142
CM: 36
SPIN: 15","Mon Apr 03 18:05:21 +0000 2023,"
"WR 135
CM 32
SPIN 13","Mon Apr 03 17:32:29 +0000 2023,"
"WR 117
CM 36
SPIN 11","Mon Apr 03 17:07:49 +0000 2023,"
"WR 112
CM 36
SPIN 16","Mon Apr 03 16:30:29 +0000 2023,"
"WR 128🌺
CM 31🌸
SPIN 16💮","Mon Apr 03 16:00:55 +0000 2023,"
"WR 131🐞
CM 32🦋
SPIN 9🐛","Mon Apr 03 15:32:08 +0000 2023,"
"WR 125🥌
CM 38🛵
SPIN 15⛑️","Mon Apr 03 15:04:40 +0000 2023,"
"WR 122🐚
CM 43🥟
SPIN 17🍶","Mon Apr 03 14:32:39 +0000 2023,"
"WR 121🍏
CM 32🍐
SPIN 25🥝","Mon Apr 03 14:01:40 +0000 2023,"
"WR 98🎠
CM 20🏩
SPIN 7🍨","Mon Apr 03 13:33:34 +0000 2023,"
"WR 91🌥️
CM 24⛅
SPIN 9🌤️","Mon Apr 03 13:05:27 +0000 2023,"
"WR 104🌞
CM 21🍍
SPIN 6🔥","Mon Apr 03 12:33:41 +0000 2023,"
"WR 100
CM 22
SPIN 7","Mon Apr 03 11:59:08 +0000 2023,"
"WR 90
CM 20
SPIN 4","Mon Apr 03 11:29:43 +0000 2023,"
"WR 63 
CM 7 
SPIN 5","Mon Apr 03 11:04:28 +0000 2023,"
"WM 140 
CM 27 
SPIN 6","Mon Apr 03 02:01:17 +0000 2023,"
"WR 125
CM 28
SPIN 11","Mon Apr 03 01:40:27 +0000 2023,"
"WR 122
CM 24
SPIN 13","Mon Apr 03 00:59:42 +0000 2023,"
"WM 123 
CM 22 
SPIN 7","Mon Apr 03 00:39:50 +0000 2023,"
"WR 118
CM 41
SPIN 5","Mon Apr 03 00:01:38 +0000 2023,"
"WR 132
CM 36
SPIN 5","Sun Apr 02 23:37:50 +0000 2023,"
"WR 142
CM 34
SPIN 19","Sun Apr 02 22:59:19 +0000 2023,"
"WR 132
CM 26
SPIN 30","Sun Apr 02 22:35:00 +0000 2023,"
"WR 110 
CM 32 
SPIN 19","Sun Apr 02 22:05:54 +0000 2023,"
"WR 91
CM 36
SPIN 10","Sun Apr 02 21:30:16 +0000 2023,"
"WR 87
CM 37
SPIN 13","Sun Apr 02 21:08:28 +0000 2023,"
"WR 93
CM 34
SPIN 6","Sun Apr 02 20:07:45 +0000 2023,"
"WR 97 🏋️
CM 30 🏃
SPIN 8 🚴‍♀️","Sun Apr 02 19:32:19 +0000 2023,"
"WR 105
CM 35
SPIN 10","Sun Apr 02 19:02:38 +0000 2023,"
"WR 66
CM 15
SPIN 2","Sun Apr 02 18:02:48 +0000 2023,"
"WR 70
CM 19
SPIN 1","Sun Apr 02 17:34:21 +0000 2023,"
"WR 75
CM 23
SPIN 2","Sun Apr 02 17:02:29 +0000 2023,"
"WR 85 
CM 22 
SPIN 7","Sun Apr 02 16:33:15 +0000 2023,"
"WR 80 🏋️ 
CM 18 🏃
SPIN 7 🚴‍♀️","Sun Apr 02 15:59:13 +0000 2023,"
"WR 84
CM 23
SPIN 7","Sun Apr 02 15:34:28 +0000 2023,"
"WR 72
CM 22 
SPIN 9","Sun Apr 02 15:03:21 +0000 2023,"
"WR 63 
CM 18 
SPIN 6","Sun Apr 02 14:32:57 +0000 2023,"
"WR 64
CM 13
SPIN 5","Sun Apr 02 14:03:23 +0000 2023,"
"WR 54
CM 11
SPIN 5","Sun Apr 02 13:34:52 +0000 2023,"
"WR 163
CM 37
SPIN 6","Sat Apr 01 23:03:21 +0000 2023,"
"WR 153
CM 37
SPIN 5","Sat Apr 01 22:32:57 +0000 2023,"
"WR 146 
CM 26 
SPIN 16","Sat Apr 01 21:03:11 +0000 2023,"
"WR 145 
CM 34 
SPIN 15","Sat Apr 01 20:26:35 +0000 2023,"
"WR 146 🏖️
CM 28🍍
SPIN 13🌞","Sat Apr 01 20:05:18 +0000 2023,"
"WR 135🚀
CM 27🌌
SPIN 11🌠","Sat Apr 01 19:37:59 +0000 2023,"
"WR 140🥭
CM 14🧇
SPIN 6🥖","Sat Apr 01 19:04:51 +0000 2023,"
"WR 111🦓
CM 32🦒
SPIN 17🦛","Sat Apr 01 18:33:09 +0000 2023,"
"WR 106🌧️
CM 26🌊
SPIN 16🏄","Sat Apr 01 18:09:01 +0000 2023,"
"WR 117 ☔
CM 23
SPIN 17","Sat Apr 01 17:34:17 +0000 2023,"
"WR 112
CM 24
SPIN 15","Sat Apr 01 17:02:19 +0000 2023,"
"WR 107
CM 29
SPIN 7","Sat Apr 01 16:39:08 +0000 2023,"
"WR 101
CM 28
SPIN 6","Sat Apr 01 15:59:57 +0000 2023,"
"WR 113
CM 30
SPIN 8","Sat Apr 01 14:56:27 +0000 2023,"
"WR 105
CM 25
SPIN 9","Sat Apr 01 14:35:16 +0000 2023,"
"WR 98
CM 26
SPIN 6","Sat Apr 01 14:03:09 +0000 2023,"
"WR 61
CM 14
SPIN 4","Sat Apr 01 13:30:37 +0000 2023,"
"WR 175 
CM 32 
SPIN 11","Fri Mar 31 23:02:31 +0000 2023,"
"WR 186
CM 44
SPIN 10","Fri Mar 31 22:01:13 +0000 2023,"
"WM 199 
CM 48 
SPIN 15","Fri Mar 31 21:30:05 +0000 2023,"
"WM 193 
CM 53 
SPIN 9","Fri Mar 31 21:04:10 +0000 2023,"
"WR 191
CM 55
SPIN 14","Fri Mar 31 20:36:58 +0000 2023,"
"WR 170
CM 26
SPIN 10","Fri Mar 31 19:33:55 +0000 2023,"
"WR 168
CM 39
SPIN 13","Fri Mar 31 19:00:08 +0000 2023,"
"WR 157
CM 41
SPIN 15","Fri Mar 31 18:40:16 +0000 2023,"
"WR 133
CM 33
SPIN 6","Fri Mar 31 18:09:39 +0000 2023,"
"WR 122 
CM 45
SPIN 18","Fri Mar 31 17:05:38 +0000 2023,"
"WR 119
CM 26
SPIN 15","Fri Mar 31 16:30:22 +0000 2023,"
"WR 111
CM 34
SPIN 5","Fri Mar 31 15:38:56 +0000 2023,"
"WR 103
CM 31
SPIN 5","Fri Mar 31 15:03:25 +0000 2023,"
"WR 105
CM 26
SPIN 9","Fri Mar 31 14:39:21 +0000 2023,"
"WR 96
CM 19
SPIN 9","Fri Mar 31 14:00:50 +0000 2023,"
"WR 85
CM 16
SPIN 6","Fri Mar 31 13:38:03 +0000 2023,"
"WR 176
CM 35
SPIN 5","Fri Mar 31 13:10:15 +0000 2023,"
"WR 102🍳
CM 13🥞
SPIN 10☕","Fri Mar 31 13:02:17 +0000 2023,"
"WR 79
CM 17
SPIN 6","Fri Mar 31 12:29:53 +0000 2023,"
"WR 82
CM 16
SPIN 14","Fri Mar 31 12:06:40 +0000 2023,"
"WR 81 
CM 31 
SPIN 6","Fri Mar 31 11:33:36 +0000 2023,"
"WR 48
CM 14
SPIN 4","Fri Mar 31 10:59:16 +0000 2023,"
"WR 137
CM 13
SPIN 6","Fri Mar 31 02:31:50 +0000 2023,"
"WR 128
CM 35
SPIN 4","Fri Mar 31 01:39:57 +0000 2023,"
"WR 151
CM 32
SPIN 11","Fri Mar 31 01:06:44 +0000 2023,"
"WR 148
CM 26
WR 6","Fri Mar 31 00:35:37 +0000 2023,"
"WR 174🐟
CM 21🌊
SPIN 6🪐","Fri Mar 31 00:00:14 +0000 2023,"
"WR 159🍍
CM 28🍉
SPIN 5🥭","Thu Mar 30 23:31:03 +0000 2023,"
"WR 176
CM 35
SPIN 5","Thu Mar 30 22:29:30 +0000 2023,"
"WR 177🥐
CM 36🥖
SPIN 11🧇","Thu Mar 30 22:01:55 +0000 2023,"
"WR 179🍓
CM 43🥝
SPIN 9🍒","Thu Mar 30 21:31:15 +0000 2023,"
"WR 167
CM 38
SPIN 9","Thu Mar 30 21:04:26 +0000 2023,"
"WR 179
CM 33
SPIN 13","Thu Mar 30 20:28:48 +0000 2023,"
"WR 166
CM 29
SPIN 23","Thu Mar 30 19:34:08 +0000 2023,"
"WM 167
CM 56
SPIN 20","Thu Mar 30 19:01:47 +0000 2023,"
"WM 160
CM 39
SPIN 6","Thu Mar 30 18:33:04 +0000 2023,"
"WR 147
CM 43
SPIN 14","Thu Mar 30 18:04:19 +0000 2023,"
"WR 141
CM 32
SPIN 14","Thu Mar 30 17:38:16 +0000 2023,"
"WR 131
CM 30
SPIN 10","Thu Mar 30 17:06:06 +0000 2023,"
"WR 122
CM 38
SPIN 11","Thu Mar 30 16:37:37 +0000 2023,"
"WR 127
CM 45
SPIN 13","Thu Mar 30 16:02:20 +0000 2023,"
"WR 107
CM 34
SPIN 12","Thu Mar 30 15:01:28 +0000 2023,"
"WR 107
CM 29
SPIN 13","Thu Mar 30 14:39:25 +0000 2023,"
"WR 91
CM 17
SPIN 6","Thu Mar 30 13:34:10 +0000 2023,"
"WR 89
CM 15
SPIN 7","Thu Mar 30 13:02:30 +0000 2023,"
"WR 84
CM 22
SPIN 7","Thu Mar 30 12:34:39 +0000 2023,"
"WR 114
CM 24
SPIN 6","Thu Mar 30 02:06:59 +0000 2023,"
"WR 168 🚴‍♀️
CM 41 🏃
SPIN 7 🏋️","Thu Mar 30 01:35:54 +0000 2023,"
"WR 163 🏊
CM 48 🏄
SPIN 9 🤽","Thu Mar 30 01:04:27 +0000 2023,"
"WR 129 
CM 32 
SPIN 6","Thu Mar 30 00:40:08 +0000 2023,"
"WR 177 🍝
CM 40 🍲
SPIN 7 🥡","Wed Mar 29 23:59:10 +0000 2023,"
"WR 112 🩰
CM 24 👯‍♂️
SPIN  🕺","Wed Mar 29 23:36:26 +0000 2023,"
"WR 155 
CM 43 
SPIN 10","Wed Mar 29 23:02:34 +0000 2023,"
"WR 162 
CM 48
SPIN 7","Wed Mar 29 22:33:06 +0000 2023,"
"WR 157
CM 49","Wed Mar 29 22:07:30 +0000 2023,"
"WR 201 🏋️
CM 35 🏃‍♀️
SPIN 15 🚴‍♂️","Wed Mar 29 21:35:28 +0000 2023,"
"WR 136
CM 39
SPIN 15","Wed Mar 29 21:06:22 +0000 2023,"
"WR 145
CM 44
SPIN 15","Wed Mar 29 20:33:14 +0000 2023,"
"WR 137
CM 42
SPIN 25","Wed Mar 29 20:01:20 +0000 2023,"
"WR 136
CM 32 
SPIN 19","Wed Mar 29 19:29:59 +0000 2023,"
"WR 131
CM 37
 SPIN 15","Wed Mar 29 19:15:14 +0000 2023,"
"WR 157
CM 35
SPIN 21","Wed Mar 29 19:01:31 +0000 2023,"
"WR 121
CM 31
SPIN 14","Wed Mar 29 18:33:10 +0000 2023,"
"WR 132
CM 32
SPIN 14","Wed Mar 29 18:03:29 +0000 2023,"
"WR 133
CM 34
SPIN 6","Wed Mar 29 17:32:32 +0000 2023,"
"WR 131
CM 37
SPIN 16","Wed Mar 29 17:08:02 +0000 2023,"
"WR 126
CM 43
SPIN 14","Wed Mar 29 16:31:32 +0000 2023,"
"WR: 125
CM: 45
SPIN: 21","Wed Mar 29 16:00:20 +0000 2023,"
"WR: 111
CM: 36
SPIN: 14","Wed Mar 29 15:30:47 +0000 2023,"
"WR 112
CM 44
SPIN 15","Wed Mar 29 14:58:55 +0000 2023,"
"WR 122
CM 47
SPIN 10","Wed Mar 29 14:29:29 +0000 2023,"
"WR: 148
CM: 44
SPIN: 21","Wed Mar 29 14:07:32 +0000 2023,"
"WR 118
CM 35
SPIN 9","Wed Mar 29 13:31:23 +0000 2023,"
"WR 109
CM 24
SPIN 9","Wed Mar 29 13:03:26 +0000 2023,"
"WR: 101
CM: 26
SPIN: 8","Wed Mar 29 12:30:02 +0000 2023,"
"WR 108
CM 21
SPIN 2","Wed Mar 29 11:32:13 +0000 2023,"
"WR 66 
CM 14
SPIN 5","Wed Mar 29 11:01:14 +0000 2023,"
"WR 191
CM 26
SPIN 10","Wed Mar 29 02:06:09 +0000 2023,"
"WR 194
CM 36
SPIN 10","Wed Mar 29 01:39:21 +0000 2023,"
"WR 192
CM 44 
SPIN 15","Wed Mar 29 01:03:17 +0000 2023,"
"WR 191
CM 44
SPIN 9","Wed Mar 29 00:31:58 +0000 2023,"
"WR 185
CM 33
SPIN 9","Wed Mar 29 00:03:39 +0000 2023,"
"WR 171
CM 45
SPIN 9","Tue Mar 28 23:38:12 +0000 2023,"
"WR 167
CM 36
SPIN 16","Tue Mar 28 23:16:32 +0000 2023,"
"WR 207
CM 50
SPIN 21","Tue Mar 28 22:34:03 +0000 2023,"
"WR 193
CM 52
SPIN 24","Tue Mar 28 22:03:27 +0000 2023,"
"WR 182🗞️
CM 58📦
SPIN 29📮","Tue Mar 28 21:31:19 +0000 2023,"
"WR 204🍳
CM 57🥞
SPIN 25🧇","Tue Mar 28 21:03:43 +0000 2023,"
"WR 190🔥
CM 58⛽
SPIN 28☀️","Tue Mar 28 20:37:06 +0000 2023,"
"WR 174
CM 37
SPIN 28","Tue Mar 28 19:59:54 +0000 2023,"
"WR 158
CM 34
SPIN 20","Tue Mar 28 19:32:07 +0000 2023,"
"WR 152
CM 35
SPIN 17","Tue Mar 28 19:09:25 +0000 2023,"
"WR 159
CM 27
SPIN 18","Tue Mar 28 18:31:36 +0000 2023,"
"WR 153
CM 45
SPIN 11","Tue Mar 28 18:00:38 +0000 2023,"
"WR 164
CM 40
SPIN 16","Tue Mar 28 17:38:49 +0000 2023,"
"WR 150
CM 47
SPIN 16","Tue Mar 28 17:00:34 +0000 2023,"
"WR 134
CM 50
SPIN 17","Tue Mar 28 16:32:35 +0000 2023,"
"WR 115
CM 37
SPIN 15","Tue Mar 28 16:09:33 +0000 2023,"
"WR 147 
CM 38
SPIN 18","Tue Mar 28 15:36:12 +0000 2023,"
"WR 129
CM 40
SPIN 21","Tue Mar 28 15:00:59 +0000 2023,"
"WR 103 
CM 39
SPIN 18","Tue Mar 28 14:30:21 +0000 2023,"
"WR 96
CM 34
SPIN 20","Tue Mar 28 14:06:05 +0000 2023,"
"WR 90
CM 31
SPIN 4","Tue Mar 28 13:31:51 +0000 2023,"
"WR 85 
CM 21 
SPIN 6","Tue Mar 28 13:00:54 +0000 2023,"
"WR 74
CM 24
SPIN 2","Tue Mar 28 12:33:40 +0000 2023,"
"WR 112
CM 32
SPIN 8","Tue Mar 28 12:02:28 +0000 2023,"
"WR 122 🏋️ 
CM 37 🏃🏽‍♀️
SPIN 6 🚴‍♀️","Tue Mar 28 11:28:34 +0000 2023,"
"WR 67 🤩
CM 19 😤 
SPIN 1 😎","Tue Mar 28 10:58:38 +0000 2023,"
"WR 175
CM 38
SPIN 12","Tue Mar 28 02:06:08 +0000 2023,"
"WR 187
CM 36
SPIN 13","Tue Mar 28 01:36:36 +0000 2023,"
"WR 165
CM 35
SPIN 4","Tue Mar 28 01:01:27 +0000 2023,"
"WR 168
CM 40
SPIN 14","Tue Mar 28 00:00:15 +0000 2023,"
"WR 191
CM 47
SPIN 14","Mon Mar 27 23:37:27 +0000 2023,"
"WR 193
CM 52
SPIN 16","Mon Mar 27 23:05:43 +0000 2023,"
"WM 214 
CM 57 
SPIN 12","Mon Mar 27 22:41:06 +0000 2023,"
"WR 204
CM 51
SPIN 22","Mon Mar 27 22:03:55 +0000 2023,"
"WR 214 
CM 70
SPIN 35","Mon Mar 27 21:32:53 +0000 2023,"
"WR 196 
CM 69 
SPIN 32","Mon Mar 27 21:04:51 +0000 2023,"
"WR 181 
CM 43 
SPIN 23","Mon Mar 27 20:44:11 +0000 2023,"
"WR: 168
CM: 47
SPIN: 14","Mon Mar 27 19:59:41 +0000 2023,"
"WR 165🐋
CM 48🦀
SPIN 15🐠","Mon Mar 27 19:34:06 +0000 2023,"
"WR 168
CM 38
SPIN 13","Mon Mar 27 19:00:07 +0000 2023,"
"WR 179
CM 40
SPIN 13","Mon Mar 27 18:29:47 +0000 2023,"
"WR 157 ☔
CM 38  🌃
SPIN 9 ✨","Mon Mar 27 17:33:16 +0000 2023,"
"WR 159
CM 46
SPIN 10","Mon Mar 27 17:04:35 +0000 2023,"
"WR 158
CM 50
SPIN 11","Mon Mar 27 16:37:57 +0000 2023,"
"WR 161
CM 58
SPIN 8","Mon Mar 27 15:59:47 +0000 2023,"
"WR 122
CM 46
SPIN 10","Mon Mar 27 15:32:31 +0000 2023,"
"WR 114
CM 33
SPIN 14","Mon Mar 27 15:02:38 +0000 2023,"
"WR 101
CM 25
SPIN 15","Mon Mar 27 14:34:17 +0000 2023,"
"WR 122
CM 32
SPIN 11","Mon Mar 27 13:32:38 +0000 2023,"
"WR 120
CM 27
SPIN 8","Mon Mar 27 13:00:38 +0000 2023,"
"WR 111
CM 20
SPIN 8","Mon Mar 27 12:33:57 +0000 2023,"
"WR 81
CM 34
SPIN 9","Mon Mar 27 12:00:13 +0000 2023,"
"WR 100
CM 28
SPIN 8","Mon Mar 27 11:30:05 +0000 2023,"
"WR 59
CM 19
SPIN 5","Mon Mar 27 11:02:04 +0000 2023,"
"WR 128🧬
CM 18⚗️
SPIN 6🧪","Mon Mar 27 02:33:52 +0000 2023,"
"WR 128🌲
CM 11🌴
SPIN 11🌳","Mon Mar 27 02:11:53 +0000 2023,"
"WR 125
CM 24
SPIN 8","Mon Mar 27 01:30:38 +0000 2023,"
"WR 121
CM 28
SPIN 9","Mon Mar 27 00:40:04 +0000 2023,"
"WR 117🤠
CM 20🤑
SPIN 8😎","Mon Mar 27 00:07:48 +0000 2023,"
"WR 88 🌈
CM 16🌄
SPIN 7🌅","Sun Mar 26 23:35:58 +0000 2023,"
"WR 79🎟️
CM 16🎧
SPIN 2📹","Sun Mar 26 23:04:28 +0000 2023,"
"WR 84⛽
CM 24🥊
SPIN 14🖍️","Sun Mar 26 22:35:57 +0000 2023,"
"WR 77 
CM 20 
SPIN 17","Sun Mar 26 22:06:51 +0000 2023,"
"WR 90
CM 42
SPIN 8","Sun Mar 26 21:39:24 +0000 2023,"
"WR 83🧼
CM 20🧠
SPIN 12🩰","Sun Mar 26 21:06:38 +0000 2023,"
"WR 92🥝
CM 19🍒
SPIN 10🍟","Sun Mar 26 20:39:19 +0000 2023,"
"WR 86🌅
CM 28🔆
SPIN 7🍨","Sun Mar 26 20:03:39 +0000 2023,"
"WR 104 🍄
CM 32 🌵
SPIN 4 🌻","Sun Mar 26 19:34:02 +0000 2023,"
"WM 106 
CM 24 
SPIN 12","Sun Mar 26 19:06:47 +0000 2023,"
"WR 121🐐
CM 28🐑
SPIN 6🐏","Sun Mar 26 18:32:42 +0000 2023,"
"WR 122 🐅
CM 34 🐈
SPIN 6 🐕","Sun Mar 26 18:01:26 +0000 2023,"
"WR 111 💫
CM 17 🪐
SPIN 13 🌚","Sun Mar 26 17:35:27 +0000 2023,"
"WR 94
CM 37
SPIN 15","Sun Mar 26 17:06:37 +0000 2023,"
"WR 86
CM 29
SPIN 27","Sun Mar 26 16:34:06 +0000 2023,"
"WR 86
CM 26
SPIN 19","Sun Mar 26 16:06:36 +0000 2023,"
"WR 61
CM 15
SPIN 9","Sun Mar 26 15:28:35 +0000 2023,"
"WR 68
CM 12
SPIN 10","Sun Mar 26 15:09:08 +0000 2023,"
"WR 81
CM 19
SPIN 10","Sun Mar 26 14:31:39 +0000 2023,"
"WR 75
CM 18
SPIN 11","Sun Mar 26 14:15:16 +0000 2023,"
"WR 174
CM 24
SPIN 7","Sat Mar 25 23:05:23 +0000 2023,"
"WR 163
CM 33
SPIN 12","Sat Mar 25 22:31:03 +0000 2023,"
"WR 151💨
CM 31🥛
SPIN 5🦢","Sat Mar 25 22:02:18 +0000 2023,"
"WR 146🥝
CM 29🗾
SPIN 10🔋","Sat Mar 25 21:35:29 +0000 2023,"
"WR 148
CM 28
SPIN 5","Sat Mar 25 21:03:09 +0000 2023,"
"WR 157
CM 32
SPIN 13","Sat Mar 25 20:32:28 +0000 2023,"
"WR 154
CM 39
SPIN 7","Sat Mar 25 20:01:53 +0000 2023,"
"WR 163
CM 36
SPIN 16","Sat Mar 25 19:28:47 +0000 2023,"
"WR 155
CM 32
SPIN 15","Sat Mar 25 19:02:32 +0000 2023,"
"WR 131
CM 41
SPIN 16","Sat Mar 25 18:30:28 +0000 2023,"
"WR 113
CM 46
SPIN 14","Sat Mar 25 17:35:36 +0000 2023,"
"WR 98
CM 29
SPIN 10","Sat Mar 25 17:01:56 +0000 2023,"
"WR 94
CM 27
SPIN 9","Sat Mar 25 16:29:31 +0000 2023,"
"WR 77
CM 21
SPIN 13","Sat Mar 25 16:08:03 +0000 2023,"
"WR 75
CM 12
SPIN 10","Sat Mar 25 15:37:04 +0000 2023,"
"WR 85
CM 33
SPIN 20","Sat Mar 25 15:12:36 +0000 2023,"
"WR 102
CM 19
SPIN 9","Sat Mar 25 14:36:08 +0000 2023,"
"WR 96
CM 27
SPIN 12","Sat Mar 25 14:05:42 +0000 2023,"
"WR 70
CM 15
SPIN 8","Sat Mar 25 13:35:55 +0000 2023,"
"WR 147
CM 33
SPIN 11","Fri Mar 24 23:29:53 +0000 2023,"
"WR 172
CM 41
SPIN 16","Fri Mar 24 22:57:48 +0000 2023,"
"WR 178
CM 38
SPIN 8","Fri Mar 24 22:32:55 +0000 2023,"
"WR 187
CM 44
SPIN 9","Fri Mar 24 22:01:39 +0000 2023,"
"WR 181 🌈
CM 47 🍒
SPIN 15 🍟","Fri Mar 24 21:31:33 +0000 2023,"
"WR 174 
CM 46
SPIN 14","Fri Mar 24 21:02:06 +0000 2023,"
"WR 156
CM 28
SPIN 11","Fri Mar 24 20:31:36 +0000 2023,"
"WR 190
CM 47
SPIN 11","Fri Mar 24 20:05:27 +0000 2023,"
"WR 177
CM 43
SPIN 14","Fri Mar 24 19:40:08 +0000 2023,"
"WR 168
CM 45 
SPIN 10","Fri Mar 24 19:15:26 +0000 2023,"
"WR 167☄️
CM 41🌠
SPIN 10🍒","Fri Mar 24 18:34:18 +0000 2023,"
"WR 166
CM 45
SPIN 5","Fri Mar 24 17:42:40 +0000 2023,"
"WR 158
CM 43
SPIN 9","Fri Mar 24 17:04:19 +0000 2023,"
"WR 140
CM 41
SPIN 11","Fri Mar 24 16:35:51 +0000 2023,"
"WR 124
CM 37
SPIN 9","Fri Mar 24 16:00:04 +0000 2023,"
"WR 118
CM 32
SPIN 15","Fri Mar 24 15:41:56 +0000 2023,"
"WR 106
CM 29
SPIN 12","Fri Mar 24 15:02:47 +0000 2023,"
"WR 105
CM 29
SPIN 12","Fri Mar 24 15:02:20 +0000 2023,"
"WR 93
CM 25
SPIN 15","Fri Mar 24 14:33:22 +0000 2023,"
"WR 88
CM 25
SPIN 9","Fri Mar 24 14:01:46 +0000 2023,"
"WR 73 
CM 23
SPIN 12","Fri Mar 24 13:30:55 +0000 2023,"
"WR 84
CM 14
SPIN 8","Fri Mar 24 12:59:41 +0000 2023,"
"WR 97
CM 25
SPIN 5","Fri Mar 24 12:32:25 +0000 2023,"
"WR - 93
CM - 21
 SPIN - 12","Fri Mar 24 12:03:04 +0000 2023,"
"WR 84
CM 30
SPIN 11","Fri Mar 24 11:35:42 +0000 2023,"
"WR 56
CM 11
SPIN 7","Fri Mar 24 11:05:48 +0000 2023,"
"WR 168
CM 34
SPIN 12","Fri Mar 24 02:36:38 +0000 2023,"
"WR 140
CM 27
SPIN 14","Fri Mar 24 02:04:34 +0000 2023,"
"WR 154
CM 28
SPIN 13","Fri Mar 24 01:31:03 +0000 2023,"
"WR 146✨
CM 30🌟
SPIN 8💫","Fri Mar 24 01:07:10 +0000 2023,"
"WR 142🥥
CM 40🌴
SPIN 4🌊","Fri Mar 24 00:31:48 +0000 2023,"
"WR 146
CM 48
SPIN 8","Thu Mar 23 23:32:52 +0000 2023,"
"WR 154
CM 36
SPIN 9","Thu Mar 23 23:03:01 +0000 2023,"
"WR 185
CM 59
SPIN 17","Thu Mar 23 22:31:21 +0000 2023,"
"WR 180
CM 43
SPIN 8","Thu Mar 23 21:59:32 +0000 2023,"
"WR 165
CM 35
SPIN 17","Thu Mar 23 20:33:13 +0000 2023,"
"WR 161
CM 37
SPIN 20","Thu Mar 23 20:06:11 +0000 2023,"
"WR 167 🐙
CM 42 🍓
SPIN 20 🍉","Thu Mar 23 19:29:53 +0000 2023,"
"WR 144
CM 25
SPIN 18","Thu Mar 23 19:03:54 +0000 2023,"
"WR 129
CM 30
SPIN 10","Thu Mar 23 18:02:15 +0000 2023,"
"WR 131
CM 35
SPIN 15","Thu Mar 23 17:34:47 +0000 2023,"
"WR 105
CM 25
SPIN 5","Thu Mar 23 16:30:45 +0000 2023,"
"WR 123
CM 28
SPIN 11","Thu Mar 23 16:02:35 +0000 2023,"
"WR 123💫
CM 27🌍
SPIN 15 ☄️","Thu Mar 23 15:30:58 +0000 2023,"
"WR 119
CM 34
SPIN 11","Thu Mar 23 15:01:11 +0000 2023,"
"WR 114
CM 27
SPIN 11","Thu Mar 23 14:28:37 +0000 2023,"
"WR 113
CM 26
SPIN 9","Thu Mar 23 14:00:23 +0000 2023,"
"WR 118
CM 29
SPIN 7","Thu Mar 23 13:32:00 +0000 2023,"
"WR 118
CM 27
SPIN 12","Thu Mar 23 13:03:07 +0000 2023,"
"WR 113
CM 18
SPIN 11","Thu Mar 23 12:32:43 +0000 2023,"
"WR 93
CM 27
SPIN 7","Thu Mar 23 11:58:45 +0000 2023,"
"WR 92
CM 22
SPIN 5","Thu Mar 23 11:32:24 +0000 2023,"
"WR 51
CM 11
SPIN 6","Thu Mar 23 11:03:54 +0000 2023,"
"WR 143💤
CM 25🥱
SPIN 12😴","Thu Mar 23 02:33:24 +0000 2023,"
"WR 143
CM 32
SPIN 11","Thu Mar 23 02:02:52 +0000 2023,"
"WR 133
CM 26
SPIN 11","Thu Mar 23 01:32:10 +0000 2023,"
"WR 147 
CM 39
SPIN 7","Thu Mar 23 01:04:20 +0000 2023,"
"WR 151
CM 46
SPIN 9","Thu Mar 23 00:32:22 +0000 2023,"
"WR 113
CM 30
SPIN 10","Thu Mar 23 00:04:21 +0000 2023,"
"WR 122
CM 30
SPIN 12","Wed Mar 22 23:31:38 +0000 2023,"
"WR 124
CM 30
SPIN 11","Wed Mar 22 23:12:22 +0000 2023,"
"WR 147
CM 35
SPIN 13","Wed Mar 22 22:37:48 +0000 2023,"
"WR 163
CM 42
SPIN 24","Wed Mar 22 22:02:56 +0000 2023,"
"WR 203 
CM 62
SPIN 27","Wed Mar 22 21:29:58 +0000 2023,"
"WR 190
CM 56
SPIN 21","Wed Mar 22 21:03:23 +0000 2023,"
